id,name,price,category,description,image_url,shopee_url,allow_booking,allow_order
kmo-011,แร็คข้าง - BMW K1300s,0,side,งานคัสตอม KMO สำหรับ BMW K1300s รายการ: แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-012,crash bar / สีแดง - bmw r12 ninet/2024,0,crashbar,งานคัสตอม KMO สำหรับ bmw r12 ninet/2024 รายการ: crash bar / สีแดง,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-013,ซ่อมแร็คปี๊บข้าง และเสริมความแข็งแรงแร็ค - BMW R1200GSA 2015,0,side,งานคัสตอม KMO สำหรับ BMW R1200GSA 2015 รายการ: ซ่อมแร็คปี๊บข้าง และเสริมความแข็งแรงแร็ค,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-014,แร็คท้าย - Cb 150 r 2018,0,rear,งานคัสตอม KMO สำหรับ Cb 150 r 2018 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-015,ติดเเคชบาร์รอบคัน และ แร็คท้ายกับแร็คข้าง +ไฟสปอดไลด์ 1ชุดครับ - Cb150r,0,side,งานคัสตอม KMO สำหรับ Cb150r รายการ: ติดเเคชบาร์รอบคัน และ แร็คท้ายกับแร็คข้าง +ไฟสปอดไลด์ 1ชุดครับ,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-016,แร็คท้าย + แร็คข้าง สี ขอไปเลือกที่ร้านครับ - CBR 650 r ปี 2023,0,side,งานคัสตอม KMO สำหรับ CBR 650 r ปี 2023 รายการ: แร็คท้าย + แร็คข้าง สี ขอไปเลือกที่ร้านครับ,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-017,แปลง cbr500 เป็นไฟกลม / แปลงขาจับไฟหน้า / จัดสายไฟ - CBR500 / 2020,0,accessory,งานคัสตอม KMO สำหรับ CBR500 / 2020 รายการ: แปลง cbr500 เป็นไฟกลม / แปลงขาจับไฟหน้า / จัดสายไฟ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-018,"แร็คท้าย แร็คข้างซ้าย,ขวา สีดำ ไม่ยื่นออกจากตัวรถมากเกิน - CBR500R สีดำ 2024",0,side,"งานคัสตอม KMO สำหรับ CBR500R สีดำ 2024 รายการ: แร็คท้าย แร็คข้างซ้าย,ขวา สีดำ ไม่ยื่นออกจากตัวรถมากเกิน",assets/images/rack-side.jpg,,TRUE,TRUE
kmo-019,แคชบาร์สีดำด้านขึ้นงานกับรถ - CLICK125,0,crashbar,งานคัสตอม KMO สำหรับ CLICK125 รายการ: แคชบาร์สีดำด้านขึ้นงานกับรถ,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-020,ทำ cashbar - CRF 250 rally 2018,0,crashbar,งานคัสตอม KMO สำหรับ CRF 250 rally 2018 รายการ: ทำ cashbar,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-021,แคชบาร์ แร๊คท้าย - Crf250 rally 2017,0,rear,งานคัสตอม KMO สำหรับ Crf250 rally 2017 รายการ: แคชบาร์ แร๊คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-022,แร็คท้าย - Ducati Hypermotard 950,0,rear,งานคัสตอม KMO สำหรับ Ducati Hypermotard 950 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-023,ซ่อมแคชบาร์ - Ducati Muti,0,crashbar,งานคัสตอม KMO สำหรับ Ducati Muti รายการ: ซ่อมแคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-024,ทำจุดยึดพักเท้าเสริม - Harley Davidson 1250 Revolution Max,0,accessory,งานคัสตอม KMO สำหรับ Harley Davidson 1250 Revolution Max รายการ: ทำจุดยึดพักเท้าเสริม,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-025,2025 - Honda addv3500,0,accessory,งานคัสตอม KMO สำหรับ Honda addv3500 รายการ: 2025,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-026,ดำ - Honda Adv160,0,accessory,งานคัสตอม KMO สำหรับ Honda Adv160 รายการ: ดำ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-027,บาร์เสริม ติดตุ๊กตาแฮนด์แบบสั้น - Honda Adv350,0,accessory,งานคัสตอม KMO สำหรับ Honda Adv350 รายการ: บาร์เสริม ติดตุ๊กตาแฮนด์แบบสั้น,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-028,บาร์เสริมติดตุ๊กตาแฮนด์ แบบยาว - Honda Adv350,0,accessory,งานคัสตอม KMO สำหรับ Honda Adv350 รายการ: บาร์เสริมติดตุ๊กตาแฮนด์ แบบยาว,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-029,แคชบาร์ท้าย ADV350 - Honda ADV350,0,crashbar,งานคัสตอม KMO สำหรับ Honda ADV350 รายการ: แคชบาร์ท้าย ADV350,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-030,แคลชบาร์ - Honda Africa twin 1000L ตัว 2018 ไตรคัลเลอ,0,accessory,งานคัสตอม KMO สำหรับ Honda Africa twin 1000L ตัว 2018 ไตรคัลเลอ รายการ: แคลชบาร์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-031,แคทบาร์ 1ข้างซ้าย ขอ น็อตใหม่ด้วย - Honda C b 650r,0,accessory,งานคัสตอม KMO สำหรับ Honda C b 650r รายการ: แคทบาร์ 1ข้างซ้าย ขอ น็อตใหม่ด้วย,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-032,Crash cage - Honda CB 750 Hornet,0,accessory,งานคัสตอม KMO สำหรับ Honda CB 750 Hornet รายการ: Crash cage,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-033,แร็คท้ายติดปี๊บ 65 ลิตร +แร็คข้าง กระเป๋า motowolf 30ลิตร - Honda CB300F,0,side,งานคัสตอม KMO สำหรับ Honda CB300F รายการ: แร็คท้ายติดปี๊บ 65 ลิตร +แร็คข้าง กระเป๋า motowolf 30ลิตร,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-034,ติดตั้ง n1go - Honda Cb500x,0,accessory,งานคัสตอม KMO สำหรับ Honda Cb500x รายการ: ติดตั้ง n1go,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-035,"ดัดแคชบาร์ด้านขวาให้เท่ากัน, เสริมห่วงใต้รถเพื่อเกี่ยวสปริงขาตั้งคู่ - Honda CB500X 2019",0,crashbar,"งานคัสตอม KMO สำหรับ Honda CB500X 2019 รายการ: ดัดแคชบาร์ด้านขวาให้เท่ากัน, เสริมห่วงใต้รถเพื่อเกี่ยวสปริงขาตั้งคู่",assets/images/crashbar.jpg,,TRUE,TRUE
kmo-036,Crash bars (for stunt / gymkhana) - Honda CB750 Hornet,0,crashbar,งานคัสตอม KMO สำหรับ Honda CB750 Hornet รายการ: Crash bars (for stunt / gymkhana),assets/images/crashbar.jpg,,TRUE,TRUE
kmo-037,แร็คท้าย+ข้าง เคชบาร์ (ถอดประกอบง่าย) - Honda CBR1000RR-R SP Fireblade,0,rear,งานคัสตอม KMO สำหรับ Honda CBR1000RR-R SP Fireblade รายการ: แร็คท้าย+ข้าง เคชบาร์ (ถอดประกอบง่าย),assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-038,แครชบาร์ - Honda CBR500R,0,crashbar,งานคัสตอม KMO สำหรับ Honda CBR500R รายการ: แครชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-039,แคชบาร์ - Honda Cl300,0,crashbar,งานคัสตอม KMO สำหรับ Honda Cl300 รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-040,แก้งาน ทำสีใหม่ + แคชบาร์หน้าใหม่ - Honda Click 160,0,crashbar,งานคัสตอม KMO สำหรับ Honda Click 160 รายการ: แก้งาน ทำสีใหม่ + แคชบาร์หน้าใหม่,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-041,แคชบาร์ - Honda Click 160 abs,0,crashbar,งานคัสตอม KMO สำหรับ Honda Click 160 abs รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-042,แคชบาร์มีที่พักเท้า - HONDA CLICK160,0,crashbar,งานคัสตอม KMO สำหรับ HONDA CLICK160 รายการ: แคชบาร์มีที่พักเท้า,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-043,แร็คท้าย - Honda Click160,0,rear,งานคัสตอม KMO สำหรับ Honda Click160 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-044,แคชบาร์ ถ่วงน้ำหนัก เหล็ก 27 มม - Honda Cluck160,0,crashbar,งานคัสตอม KMO สำหรับ Honda Cluck160 รายการ: แคชบาร์ ถ่วงน้ำหนัก เหล็ก 27 มม,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-045,แร็คข้างใส่กล่องข้างShad38ลิตรแบบหลบท่อ - Honda CRF Aficatwin 1100ปี2026,0,side,งานคัสตอม KMO สำหรับ Honda CRF Aficatwin 1100ปี2026 รายการ: แร็คข้างใส่กล่องข้างShad38ลิตรแบบหลบท่อ,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-046,แคสบาร์ - honda Crf แอฟริกาทวิน1000 L,0,crashbar,งานคัสตอม KMO สำหรับ honda Crf แอฟริกาทวิน1000 L รายการ: แคสบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-047,แคชบาร์ - Honda CRF250แรลลี่่,0,crashbar,งานคัสตอม KMO สำหรับ Honda CRF250แรลลี่่ รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-048,แคชบาร์+แคชด้านบน ติดบัวหลัง+ย่านพับกับ+X80 - Honda CRF300,0,crashbar,งานคัสตอม KMO สำหรับ Honda CRF300 รายการ: แคชบาร์+แคชด้านบน ติดบัวหลัง+ย่านพับกับ+X80,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-049,แคชบาร์ - Honda Crf300l,0,crashbar,งานคัสตอม KMO สำหรับ Honda Crf300l รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-050,เชื่อมแกนพักเท้า - Honda Ct125,0,accessory,งานคัสตอม KMO สำหรับ Honda Ct125 รายการ: เชื่อมแกนพักเท้า,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-051,แร็คข้าง 35 ลิตร - Honda Forza,0,side,งานคัสตอม KMO สำหรับ Honda Forza รายการ: แร็คข้าง 35 ลิตร,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-052,แคชบาร์งานคัสตอม Forza(หน้าเล็ก) - Honda Forza 300/350,0,crashbar,งานคัสตอม KMO สำหรับ Honda Forza 300/350 รายการ: แคชบาร์งานคัสตอม Forza(หน้าเล็ก),assets/images/crashbar.jpg,,TRUE,TRUE
kmo-053,Forza 750 บาร์เสริมตรงรุ่น - Honda Forza 750,0,accessory,งานคัสตอม KMO สำหรับ Honda Forza 750 รายการ: Forza 750 บาร์เสริมตรงรุ่น,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-054,บาร์เสริม Forza750 - Honda Forza 750,0,accessory,งานคัสตอม KMO สำหรับ Honda Forza 750 รายการ: บาร์เสริม Forza750,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-055,จอติดๆดับๆmotovision x1 - Honda Forza350,0,accessory,งานคัสตอม KMO สำหรับ Honda Forza350 รายการ: จอติดๆดับๆmotovision x1,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-056,แคลชบาร์ - Honda Forza350,0,accessory,งานคัสตอม KMO สำหรับ Honda Forza350 รายการ: แคลชบาร์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-057,Forza 750 บาร์เสริมตรงรุ่น - Honda Forza750,0,accessory,งานคัสตอม KMO สำหรับ Honda Forza750 รายการ: Forza 750 บาร์เสริมตรงรุ่น,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-058,บาร์เสริม - Honda Forza750,0,accessory,งานคัสตอม KMO สำหรับ Honda Forza750 รายการ: บาร์เสริม,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-059,บาร์เสริม forza750 - Honda Forza750,0,accessory,งานคัสตอม KMO สำหรับ Honda Forza750 รายการ: บาร์เสริม forza750,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-060,ทำสีแครชบาร์ - HONDA Froza 350,0,crashbar,งานคัสตอม KMO สำหรับ HONDA Froza 350 รายการ: ทำสีแครชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-061,ชุดแร็คท้าย แร็คข้าง - Honda Giorno,0,side,งานคัสตอม KMO สำหรับ Honda Giorno รายการ: ชุดแร็คท้าย แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-062,บาร์เสริม Giorno+ ใส่กับชิวแต่ง - Honda Giorno,0,accessory,งานคัสตอม KMO สำหรับ Honda Giorno รายการ: บาร์เสริม Giorno+ ใส่กับชิวแต่ง,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-063,บาร์เสริม Giorno+ใส่กับชิวแต่ง - Honda Giorno,0,accessory,งานคัสตอม KMO สำหรับ Honda Giorno รายการ: บาร์เสริม Giorno+ใส่กับชิวแต่ง,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-064,บาร์เสริม จีออโน่ *2 อัน* ใส่กับชิวครับ - Honda Giorno,0,accessory,งานคัสตอม KMO สำหรับ Honda Giorno รายการ: บาร์เสริม จีออโน่ *2 อัน* ใส่กับชิวครับ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-065,บาร์เสริมใส่กับขิว - Honda Giorno,0,accessory,งานคัสตอม KMO สำหรับ Honda Giorno รายการ: บาร์เสริมใส่กับขิว,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-066,"แคชบาร์, การ์ดแฮนด์ (เข้าไปคุยอีกที) - Honda Giorno",0,crashbar,"งานคัสตอม KMO สำหรับ Honda Giorno รายการ: แคชบาร์, การ์ดแฮนด์ (เข้าไปคุยอีกที)",assets/images/crashbar.jpg,,TRUE,TRUE
kmo-067,บาร์เสริม Giorno+ ใส่กับชิวแต่ง - Honda Giorno+,0,accessory,งานคัสตอม KMO สำหรับ Honda Giorno+ รายการ: บาร์เสริม Giorno+ ใส่กับชิวแต่ง,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-068,แคชบาร์สั้น จับไฟสปอตส์ไลต์ - Honda Lead125 2026,0,crashbar,งานคัสตอม KMO สำหรับ Honda Lead125 2026 รายการ: แคชบาร์สั้น จับไฟสปอตส์ไลต์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-069,แร็คติดปี๊บแบบมีถาดสไลด์ - Honda Monkey,0,accessory,งานคัสตอม KMO สำหรับ Honda Monkey รายการ: แร็คติดปี๊บแบบมีถาดสไลด์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-070,ทำแคชบาร์ใหม่ - Honda NC750,0,crashbar,งานคัสตอม KMO สำหรับ Honda NC750 รายการ: ทำแคชบาร์ใหม่,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-071,คำท้าย เอ็นเอ็ก500 แบบใหม่ - Honda NX500,0,accessory,งานคัสตอม KMO สำหรับ Honda NX500 รายการ: คำท้าย เอ็นเอ็ก500 แบบใหม่,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-072,ค้ำท้าย - Honda NX500,0,accessory,งานคัสตอม KMO สำหรับ Honda NX500 รายการ: ค้ำท้าย,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-073,ค้ำท้าย NX500 - Honda Nx500,0,accessory,งานคัสตอม KMO สำหรับ Honda Nx500 รายการ: ค้ำท้าย NX500,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-074,ค้ำท้าย Nx500 แบบใหม่ - Honda Nx500,0,accessory,งานคัสตอม KMO สำหรับ Honda Nx500 รายการ: ค้ำท้าย Nx500 แบบใหม่,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-075,ค้ำท้าย nx500 ใหม่ - Honda Nx500,0,accessory,งานคัสตอม KMO สำหรับ Honda Nx500 รายการ: ค้ำท้าย nx500 ใหม่,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-076,ค้ำท้าย แบบใหม่ - Honda NX500,0,accessory,งานคัสตอม KMO สำหรับ Honda NX500 รายการ: ค้ำท้าย แบบใหม่,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-077,ค้ำท้ายแบบใหม่ - Honda Nx500,0,accessory,งานคัสตอม KMO สำหรับ Honda Nx500 รายการ: ค้ำท้ายแบบใหม่,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-078,ค้ำท้ายใหม่ - Honda Nx500,0,accessory,งานคัสตอม KMO สำหรับ Honda Nx500 รายการ: ค้ำท้ายใหม่,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-079,บาร์ค้ำท้าย กันแร็คหัก NX500 (แบบเก่า) - Honda Nx500,0,accessory,งานคัสตอม KMO สำหรับ Honda Nx500 รายการ: บาร์ค้ำท้าย กันแร็คหัก NX500 (แบบเก่า),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-080,แบบเก่า - Honda Nx500,0,accessory,งานคัสตอม KMO สำหรับ Honda Nx500 รายการ: แบบเก่า,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-081,แคชบาร์ สีส้ม - Honda Pcx160 2026,0,crashbar,งานคัสตอม KMO สำหรับ Honda Pcx160 2026 รายการ: แคชบาร์ สีส้ม,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-082,Double seat & rear fender - Honda Rebel 300,0,accessory,งานคัสตอม KMO สำหรับ Honda Rebel 300 รายการ: Double seat & rear fender,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-083,แร็คข้าง - Honda Rebel500,0,side,งานคัสตอม KMO สำหรับ Honda Rebel500 รายการ: แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-084,แร็คท้าย - Honda Super cub110,0,rear,งานคัสตอม KMO สำหรับ Honda Super cub110 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-085,แร็คท้าย - Honda Supercud110,0,rear,งานคัสตอม KMO สำหรับ Honda Supercud110 รายการ: แร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-086,แร็คข้าง - Honda Wave 125i 2024,0,side,งานคัสตอม KMO สำหรับ Honda Wave 125i 2024 รายการ: แร็คข้าง,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-087,พักเท้าหน้าเสริม - HONDA WAVE110i,0,accessory,งานคัสตอม KMO สำหรับ HONDA WAVE110i รายการ: พักเท้าหน้าเสริม,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-088,ติดตั้งจอN1Go - Honda X-ADV750,0,accessory,งานคัสตอม KMO สำหรับ Honda X-ADV750 รายการ: ติดตั้งจอN1Go,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-089,"แฮนด์, ตุ๊กตาแฮนด์, หัวโช้ค, ก้านเบรก,ตีนเป็ด - Honda X-adv750",0,accessory,"งานคัสตอม KMO สำหรับ Honda X-adv750 รายการ: แฮนด์, ตุ๊กตาแฮนด์, หัวโช้ค, ก้านเบรก,ตีนเป็ด",assets/images/spotlight.jpg,,TRUE,TRUE
kmo-090,บาร์เสริมกระจกเดิม - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: บาร์เสริมกระจกเดิม,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-091,บาร์เสริมติดชิว - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: บาร์เสริมติดชิว,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-092,บาร์เสริมใส่ชิว - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: บาร์เสริมใส่ชิว,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-093,บาร์เสริมใส่รูกระจก (รูนอกของจิ๊ก) - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: บาร์เสริมใส่รูกระจก (รูนอกของจิ๊ก),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-094,ใส่กับชิว (รูในจิ๊ก) - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: ใส่กับชิว (รูในจิ๊ก),assets/images/spotlight.jpg,,TRUE,TRUE
kmo-095,ใส่กับชิว รูใน - Honda จีออโน่,0,accessory,งานคัสตอม KMO สำหรับ Honda จีออโน่ รายการ: ใส่กับชิว รูใน,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-096,บาร์เสริม - Honda ฟอซ่า 750,0,accessory,งานคัสตอม KMO สำหรับ Honda ฟอซ่า 750 รายการ: บาร์เสริม,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-097,บาร์เสริม ฟอซ่า750 แบบสั้น ตามรู้ที่ส่งให้ - Honda ฟอซ่า 750,0,accessory,งานคัสตอม KMO สำหรับ Honda ฟอซ่า 750 รายการ: บาร์เสริม ฟอซ่า750 แบบสั้น ตามรู้ที่ส่งให้,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-098,บาร์เสริมฟอซ่า750 - Honda ฟอซ่า 750,0,accessory,งานคัสตอม KMO สำหรับ Honda ฟอซ่า 750 รายการ: บาร์เสริมฟอซ่า750,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-099,บาร์เสริม - Honda ฟอซ่า750,0,accessory,งานคัสตอม KMO สำหรับ Honda ฟอซ่า750 รายการ: บาร์เสริม,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-100,บาร์เสริม ฟอซ่า750 - Honda ฟอซ่า750,0,accessory,งานคัสตอม KMO สำหรับ Honda ฟอซ่า750 รายการ: บาร์เสริม ฟอซ่า750,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-101,บาร์เสริมฟอซ่า750 - Honda ฟอซ่า750,0,accessory,งานคัสตอม KMO สำหรับ Honda ฟอซ่า750 รายการ: บาร์เสริมฟอซ่า750,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-102,ทำแร็คท้าย - Honda เวฟ125i,0,rear,งานคัสตอม KMO สำหรับ Honda เวฟ125i รายการ: ทำแร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-103,ขึ้นแร็คข้างใหม่ สีดำ - Honda ADV150 ปี2020,0,side,งานคัสตอม KMO สำหรับ Honda ADV150 ปี2020 รายการ: ขึ้นแร็คข้างใหม่ สีดำ,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-104,บาร์จับ - Honda Giorno ABS 125,0,accessory,งานคัสตอม KMO สำหรับ Honda Giorno ABS 125 รายการ: บาร์จับ,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-105,แร๊คท้ายใส่จักรยานพับ - Honds Adv160,0,rear,งานคัสตอม KMO สำหรับ Honds Adv160 รายการ: แร๊คท้ายใส่จักรยานพับ,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
kmo-106,แคลชบาร์ - Husqvarna Norden 901,0,accessory,งานคัสตอม KMO สำหรับ Husqvarna Norden 901 รายการ: แคลชบาร์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-107,แคชบาร์ - Kawachi KLR650 2025,0,crashbar,งานคัสตอม KMO สำหรับ Kawachi KLR650 2025 รายการ: แคชบาร์,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-108,crash bars - Kawasaki versys 100,0,crashbar,งานคัสตอม KMO สำหรับ Kawasaki versys 100 รายการ: crash bars,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-109,Crash bars - Kawasaki Versys 1000,0,crashbar,งานคัสตอม KMO สำหรับ Kawasaki Versys 1000 รายการ: Crash bars,assets/images/crashbar.jpg,,TRUE,TRUE
kmo-110,Versys650 แคชบาร์หน้าใหม่ (ปี 24-25) - Kawasaki Versys650 (ปี 24-25),0,crashbar,งานคัสตอม KMO สำหรับ Kawasaki Versys650 (ปี 24-25) รายการ: Versys650 แคชบาร์หน้าใหม่ (ปี 24-25),assets/images/crashbar.jpg,,TRUE,TRUE
kmo-111,แคชบ่ร์ - Kawasaki Versys650 2017,0,accessory,งานคัสตอม KMO สำหรับ Kawasaki Versys650 2017 รายการ: แคชบ่ร์,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-112,เวอร์ซิสปี 26 - Kawasaki เวอร์ซิส 650,0,accessory,งานคัสตอม KMO สำหรับ Kawasaki เวอร์ซิส 650 รายการ: เวอร์ซิสปี 26,assets/images/spotlight.jpg,,TRUE,TRUE
kmo-113,เสริมตัวยึดแร็คข้าง สีดำ - Kawasaki Eliminator 400/2024,0,side,งานคัสตอม KMO สำหรับ Kawasaki Eliminator 400/2024 รายการ: เสริมตัวยึดแร็คข้าง สีดำ,assets/images/rack-side.jpg,,TRUE,TRUE
kmo-114,สร้างแคชบาร์(ขึ้นงานใหม่) ดัด ซ่อมแร็คท้าย - Kawasaki versys650 2017,0,rear,งานคัสตอม KMO สำหรับ Kawasaki versys650 2017 รายการ: สร้างแคชบาร์(ขึ้นงานใหม่) ดัด ซ่อมแร็คท้าย,assets/images/rack-rear-adv.jpg,,TRUE,TRUE
